state,Provider_Name,city,mortality,year
AL,CHILDRENS HOSPITAL OF ALABAMA ESRD,BIRMINGHAM,0,2021
AL,FMC CAPITOL CITY,MONTGOMERY,11.02941177,2021
AL,GADSDEN DIALYSIS,GADSDEN,12.19512195,2021
AL,TUSCALOOSA UNIVERSITY DIALYSIS,TUSCALOOSA,16.12903226,2021
AL,PHYSICIANS CHOICE DIALYSIS-MONTGOMERY,MONTGOMERY,19.41747573,2021
AL,DOTHAN DIALYSIS,DOTHAN,26.96629214,2021
AL,FRESENIUS KIDNEY CARE MOBILE,MOBILE,17.05426357,2021
AL,BIRMINGHAM EAST DIALYSIS,BIRMINGHAM,15,2021
AL,NORTH ALABAMA NEPHROLOGY CENTER,HUNTSVILLE,17.77777778,2021
AL,FMC DIALYSIS SERVICES SELMA,SELMA,18.07228916,2021
AL,BMA LANGDALE,VALLEY,11.11111111,2021
AL,FRESENIUS MEDICAL CARE OPELIKA,OPELIKA,9.433962264,2021
AL,FRESENIUS KIDNEY CARE SOUTH AVENUE,BIRMINGHAM,12,2021
AL,ATHENS DIALYSIS,ATHENS,22.5,2021
AL,BMA SCOTTSBORO DIALYSIS CENTER,SCOTTSBORO,22.09302326,2021
AL,FRESENIUS KIDNEY CARE TROY,TROY,16.4556962,2021
AL,"DIALYSIS CLINIC, INC/DOTHAN",DOTHAN,13.15789474,2021
AL,HUNTSVILLE DIALYSIS CENTER,HUNTSVILLE,8.163265306,2021
AL,PHENIX CITY DIALYSIS CENTER,PHENIX CITY,12.76595745,2021
AL,FRESENIUS KIDNEY CARE EAST MOBILE,MOBILE,12.93103448,2021
AL,FMC WEST MOBILE,MOBILE,18.44660194,2021
AL,RCG PRINCETON,BIRMINGHAM,10.89108911,2021
AL,"DIALYSIS CLINIC, INC/ENTERPRISE",ENTERPRISE,1.851851852,2021
AL,RCG CAHABA VALLEY,PELHAM,22.85714286,2021
AL,FLORENCE DIALYSIS,FLORENCE,18.04511278,2021
AL,RAI - EAST 11TH ST - ANNISTON,ANNISTON,20.45454546,2021
AL,FMC TOMBIGBEE,JACKSON,12.96296296,2021
AL,"DIALYSIS CLINIC, INC/EUFAULA",EUFAULA,20.37037037,2021
AL,WALKER COUNTY DIALYSIS,JASPER,22.3880597,2021
AL,RCG BESSEMER KIDNEY CENTER,BESSEMER,12.82051282,2021
AL,PHYSICIANS CHOICE DIALYSIS-PRATTVILLE,PRATTVILLE,13.95348837,2021
AL,FRESENIUS KIDNEY CARE MONTCLAIR,BIRMINGHAM,12.32876712,2021
AL,FRESENIUS MEDICAL CARE SERVICES OF PRICHARD,WHISTLER,16.66666667,2021
AL,RENAL CARE GROUP ANDALUSIA,ANDALUSIA,8.75,2021
AL,FMC WHETSTONE,MONROEVILLE,20.68965517,2021
AL,DIALYSIS SERVICES OF DADEVILLE,DADEVILLE,14,2021
AL,RAINBOW CITY DIALYSIS,RAINBOW CITY,19.04761905,2021
AL,DEMOPOLIS DIALYSIS,DEMOPOLIS,13.0952381,2021
AL,OZARK DIALYSIS,OZARK,20,2021
AL,TUSCALOOSA DIALYSIS,TUSCALOOSA,15.74074074,2021
AL,FRESENIUS MEDICAL CARE TUSKEGEE,TUSKEGEE,16.07142857,2021
AL,FRESENIUS MEDICAL CARE EASTERN SHORE,FAIRHOPE,16.48351648,2021
AL,FAYETTE DIALYSIS,FAYETTE,18.91891892,2021
AL,GREENE COUNTY DIALYSIS,EUTAW,12.96296296,2021
AL,SHEFFIELD DIALYSIS,SHEFFIELD,24.59016393,2021
AL,FRESENIUS KIDNEY CARE AZALEA CITY,MOBILE,14.81481482,2021
AL,PHYSICIANS CHOICE DIALYSIS-ELMORE COUNTY,WETUMPKA,22.80701754,2021
AL,FRESENIUS MEDICAL CARE PELL CITY,PELL CITY,24,2021
AL,"DIALYSIS CLINIC, INC/DECATUR",DECATUR,17.07317073,2021
AL,FRESENIUS MEDICAL CARE UNIVERSITY OF SOUTH ALABAMA,MOBILE,8.490566038,2021
AL,FRESENIUS KIDNEY CARE ARAB,ARAB,19.73684211,2021
AL,"DIALYSIS CLINIC, INC/PELL CITY",PELL CITY,3.125,2021
AL,"DIALYSIS CLINIC, INC/CULLMAN",CULLMAN,22.4137931,2021
AL,SOUTH BALDWIN DIALYSIS CENTER,FOLEY,13.79310345,2021
AL,RCG SYLACAUGA,SYLACAUGA,23.63636364,2021
AL,BMA PARKWAY DIALYSIS CENTER,HUNTSVILLE,17.1875,2021
AL,NORTHPORT DIALYSIS,NORTHPORT,20.2247191,2021
AL,"DIALYSIS CLINIC, INC/GEORGIANA",GEORGIANA,5,2021
AL,FRESENIUS MEDICAL CARE CAMELLIA,GREENVILLE,15,2021
AL,"DIALYSIS CLINIC, INC/BIRMINGHAM",BIRMINGHAM,23.91304348,2021
AL,BMA CHAMBERS,LAFAYETTE,17.14285714,2021
AL,RCG WALKER,JASPER,12.5,2021
AL,"DIALYSIS CLINIC, INC/MONTGOMER",MONTGOMERY,16.90140845,2021
AL,RCG SOUTHSIDE,BIRMINGHAM,18.18181818,2021
AL,BMA DAUPHIN ISLAND PARKWAY,MOBILE,18.60465116,2021
AL,FMC THOMASVILLE,THOMASVILLE,14.28571429,2021
AL,FMC WILCOX,CAMDEN,22.44897959,2021
AL,BESSEMER DIALYSIS,BESSEMER,6.666666667,2021
AL,ENSLEY DIALYSIS,BIRMINGHAM,8.653846154,2021
AL,SYLACAUGA DIALYSIS,SYLACAUGA,17.64705882,2021
AL,BIRMINGHAM NORTH DIALYSIS,BIRMINGHAM,19.23076923,2021
AL,"DIALYSIS CLINIC, INC/MOULTON",MOULTON,12.19512195,2021
AL,FRESENIUS KIDNEY CARE SHELBY,ALABASTER,12,2021
AL,BIRMINGHAM CENTRAL DIALYSIS,BIRMINGHAM,12.79069767,2021
AL,FMC DIALYSIS SERVICES ODYSSEY,MADISON,12.5,2021
AL,BOAZ DIALYSIS,BOAZ,15.38461539,2021
AL,RCG - FORT PAYNE,FORT PAYNE,23.75,2021
AL,FRESENIUS KIDNEY CARE MONTGOMERY,MONTGOMERY,13.53383459,2021
AL,FRESENIUS MEDICAL CARE DIALYSIS SVC OF BAY MINETTE,BAY MINETTE,16.92307692,2021
AL,"DIALYSIS CLINIC, INC/PHENIX CITY",PHENIX CITY,6.382978723,2021
AL,FRESENIUS KIDNEY CARE PORT CITY DIALYSIS,MOBILE,19.58762887,2021
AL,ATMORE DIALYSIS CENTER,ATMORE,26,2021
AL,RCG WEST,BIRMINGHAM,15.06849315,2021
AL,RUSSELLVILLE DIALYSIS,RUSSELLVILLE,20.33898305,2021
AL,FRESENIUS MEDICAL CARE-FAIRFIELD,FAIRFIELD,13.55932203,2021
AL,RCG CLANTON,CLANTON,11.29032258,2021
AL,FMC CHASE DIALYSIS CENTER,HUNTSVILLE,14.41441441,2021
AL,ROANOKE DIALYSIS CLINIC,ROANOKE,16.66666667,2021
AL,RCG ONEONTA,ONEONTA,12.5,2021
AL,EUFAULA DIALYSIS,EUFAULA,17.30769231,2021
AL,BMA MAGNOLIA,SEMMES,12.24489796,2021
AL,FRESENIUS MEDICAL CARE OF DALLAS COUNTY,SELMA,22.03389831,2021
AL,FRESENIUS MEDICAL CARE OF GARDENDALE,GARDENDALE,23.65591398,2021
AL,FRESENIUS MEDICAL CARE DISCOVERY DIALYSIS CENTER,HUNTSVILLE,11.94029851,2021
AL,FRESENIUS MEDICAL CARE VALLEY CREEK,SELMA,17.24137931,2021
AL,FRESENIUS MEDICAL CARE OF AUBURN,AUBURN,14.42307692,2021
AL,LANDMARK DIALYSIS CLINIC,TALLADEGA,14.86486487,2021
AL,FRESENIUS MEDICAL CARE ALEXANDER CITY,ALEXANDER CITY,16.30434783,2021
AL,RRC NORTHRIDGE,NORTHPORT,16.55172414,2021
AL,NORTHRIVER HOME DIALYSIS,TUSCALOOSA,12.67605634,2021
AL,"NORTH ALABAMA HOME DIALYSIS, LLC",DECATUR,13.33333333,2021
AL,RAI-SNOW ST-OXFORD,OXFORD,23.94366197,2021
AL,TALLADEGA DIALYSIS,TALLADEGA,19.56521739,2021
AL,CENTER POINT DIALYSIS,CENTER POINT,13.55932203,2021
AL,RCG MIDFIELD,BIRMINGHAM,17.0212766,2021
AL,RAI - HENRY RD - JACKSONVILLE,JACKSONVILLE,22.53521127,2021
AL,FMC NORTHWEST ALABAMA,WINFIELD,15,2021
AL,OPELIKA DIALYSIS CENTER,OPELIKA,6.25,2021
AL,RENAISSANCE DIALYSIS,FLORENCE,23.21428571,2021
AL,WIREGRASS KIDNEY CENTER,DOTHAN,18.51851852,2021
AL,GULF SHORES DIALYSIS CENTER,GULF SHORES,15.38461539,2021
AL,MUSCLE SHOALS DIALYSIS,MUSCLE SHOALS,10.71428571,2021
AL,FRESENIUS MEDICAL CARE PRATTVILLE,PRATTVILLE,18.07228916,2021
AL,FRESENIUS KIDNEY CARE FOLEY,FOLEY,19.73684211,2021
AL,FRESENIUS MEDICAL CARE USA JAGUAR,MOBILE,18.26923077,2021
AL,DCI HIGHLAND PARK,MONTGOMERY,33.33333333,2021
AL,FRESENIUS MEDICAL CARE HOOVER,HOOVER,18.6440678,2021
AL,FRESENIUS MEDICAL CARE MONTEVALLO,MONTEVALLO,18.96551724,2021
AL,PICKENS COUNTY DIALYSIS,CARROLLTON,13.88888889,2021
AL,DCI EVERGREEN,EVERGREEN,13.04347826,2021
AL,ENTERPRISE DIALYSIS,ENTERPRISE,23.33333333,2021
AL,FMS ENDEAVOUR DIALYSIS CENTER,HUNTSVILLE,14.28571429,2021
AL,JEWEL DIALYSIS,BESSEMER,8.24742268,2021
AL,MAGIC CITY DIALYSIS,BIRMINGHAM,14.44444444,2021
AL,STEEL CITY DIALYSIS,BIRMINGHAM,10.86956522,2021
AL,CROWN DIALYSIS,BIRMINGHAM,11.11111111,2021
AL,FRESENIUS KIDNEY CARE GADSDEN,GADSDEN,18.0952381,2021
AL,FRESENIUS KIDNEY CARE UNION SPRINGS,UNION SPRINGS,16.98113208,2021
AL,LIMESTONE COUNTY DIALYSIS,ATHENS,12,2021
AL,FRESENIUS MEDICAL CARE FORESTDALE,BIRMINGHAM,19.44444444,2021
AL,LEEDS DIALYSIS,LEEDS,12.5,2021
AL,FRESENIUS KIDNEY CARE PHENIX CITY,PHENIX CITY,17.24137931,2021
AL,FRESENIUS MEDICAL SERVICES OF TAYLOR ROAD,MONTGOMERY,15.44715447,2021
AL,ANDALUSIA DIALYSIS,ANDALUSIA,6.666666667,2021
AL,DCI MITYLENE PARK,MONTGOMERY,3.846153846,2021
AL,FRESENIUS MEDICAL CARE BIRMINGHAM HOME,BIRMINGHAM,9.567901235,2021
AL,SPRINGVILLE DIALYSIS,SPRINGVILLE,10,2021
AL,FMC OF EAST JEFFERSON,BIRMINGHAM,10.16949153,2021
AL,FRESENIUS KIDNEY CARE ATTALLA,ATTALLA,26.08695652,2021
AL,DAVITA  HOKES BLUFF DIALYSIS,GADSDEN,25.92592593,2021
AL,FRESENIUS MEDICAL CARE MONTGOMERY HOME SERVICES,MONTGOMERY,8.823529412,2021
AL,PERRY COUNTY DIALYSIS,MARION,17.64705882,2021
AL,FRESENIUS MEDICAL CARE SOUTH MOBILE,GRAND BAY,15.49295775,2021
AL,BREWTON DIALYSIS,BREWTON,11.11111111,2021
AL,ANNISTON DIALYSIS,ANNISTON,14.28571429,2021
AL,FMC HOME THERAPY SERVICES OF BALDWIN COUNTY,FAIRHOPE,12.5,2021
AL,HENRY COUNTY DIALYSIS,ABBEVILLE,11.53846154,2021
AL,MONARCH DIALYSIS,MONTGOMERY,15.2173913,2021
AL,RED MOUNTAIN HOME TRAINING DIALYSIS,BIRMINGHAM,8.376963351,2021
AL,HUNTSVILLE HOME,HUNTSVILLE,11.37724551,2021
AL,FRESENIUS MEDICAL CARE WEST MADISON,MADISON,17.33333333,2021
AL,HOME OPTIONS OF DOTHAN,DOTHAN,11.25,2021
AL,FRESENIUS MEDICAL CARE BRUNDIDGE,BRUNDIDGE,11.36363636,2021
AL,GREYSTONE DIALYSIS,BIRMINGHAM,12.76595745,2021
AL,DIALYSIS CLINIC INC GENEVA,GENEVA,30.43478261,2021
AL,FRESENIUS MEDICAL CARE MCCALLA,BESSEMER,7.142857143,2021
AL,WHITE BLUFF DIALYSIS,DEMOPOLIS,19.23076923,2021
AL,FRESENIUS MEDICAL CARE TALLASSEE,TALLASSEE,20,2021
AL,FRESENIUS MEDICAL CARE TRANQUILITY,MERIDIANVILLE,14.28571429,2021
AL,FRESENIUS MEDICAL CARE ANNISTON NORTH,ANNISTON,14.28571429,2021
AL,FRESENIUS MEDICAL CARE ALBERTVILLE,ALBERTVILLE,12.65822785,2021
AL,MODEL CITY HOME TRAINING,ANNISTON,19.04761905,2021
AL,FRESENIUS MEDICAL CARE ANNISTON HOME THERAPY,ANNISTON,14,2021
AL,FRESENIUS MEDICAL CARE BIRMINGHAM METRO,BIRMINGHAM,10.34482759,2021
AL,FRESENIUS MEDICAL CARE TRUSSVILLE,BIRMINGHAM,7.5,2021
AL,FRESENIUS MEDICAL CARE DECATUR,DECATUR,18.36734694,2021
AL,SPRINGS DIALYSIS,TRUSSVILLE,12.26415094,2021
AL,COLONEL DIALYSIS,CULLMAN,23.80952381,2021
AL,FRESENIUS MEDICAL CARE ROCKET CITY,HUNTSVILLE,10,2021
AL,FRESENIUS KIDNEY CARE SARALAND,SARALAND,25.75757576,2021
AL,BARBOUR COUNTY DIALYSIS,EUFAULA,15,2021
AL,PHYSICIANS CHOICE DIALYSIS OF LUVERNE,LUVERNE,18.42105263,2021
AL,DIALYSIS SERVICES OF DECATUR,DECATUR,11.11111111,2021
AL,CRIMSON DIALYSIS,TUSCALOOSA,13.15789474,2021
AL,MAJESTIC DIALYSIS,MONTGOMERY,14.81481482,2021
AL,"CHEROKEE COMMUNITY DIALYSIS, LLC",CENTRE,15.78947368,2021
AL,"DIALYSIS CLINIC, INC/ SOUTH CULLMAN",CULLMAN,15.15151515,2021
AL,PRATTVILLE COMMUNITY DIALYSIS,PRATTVILLE,8.333333333,2021
AL,FRESENIUS KIDNEY CARE COOSA RIVER,GADSDEN,7.692307692,2021
AL,SAPPHIRE COMMUNITY DIALYSIS,MONTGOMERY,9.090909091,2021
AL,FRESENIUS KIDNEY CARE CULLMAN,CULLMAN,15.38461539,2021
AL,MONTGOMERY COMMUNITY DIALYSIS,MONTGOMERY,12.24489796,2021
AL,FRESENIUS KIDNEY CARE HOPE HULL,HOPE HULL,10.34482759,2021
AL,FRESENIUS KIDNEY CARE USA MIDTOWN,MOBILE,5.454545455,2021
AL,FRESENIUS KIDNEY CARE FLORENCE,FLORENCE,12.5,2021
AK,ALASKA DIALYSIS-LAUREL STREET LLC,ANCHORAGE,14.92537313,2021
AK,"RENAL CARE GROUP ALASKA FAIRBANKS, LLC",FAIRBANKS,19.35483871,2021
AK,RENAL CARE GROUP- WASILLA,WASILLA,16.43835616,2021
AK,REIFENSTEIN DIALYSIS CENTER,JUNEAU,13.04347826,2021
AK,LIBERTY DIALYSIS - ALASKA LLC,ANCHORAGE,11.90476191,2021
AK,FRESENIUS MEDICAL CARE COOK INLET,ANCHORAGE,12.5,2021
AK,FRESENIUS MEDICAL CARE SOLDOTNA,SOLDOTNA,11.76470588,2021
AK,DENALI DIALYSIS CENTER,ANCHORAGE,7.281553398,2021
AK,TUDOR DIALYSIS,ANCHORAGE,10.63829787,2021
AZ,VALLEYWISE COMPREHENSIVE HEALTH CENTER- PHOENIX,PHOENIX,7.352941177,2021
AZ,PHOENIX CHILDREN'S HOSPITAL - DIALYSIS CENTER,PHOENIX,2.380952381,2021
AZ,GILA RIVER DIALYSIS EAST,SACATON,16.54676259,2021
AZ,TUCSON WEST DIALYSIS,TUCSON,9.756097561,2021
AZ,TUCSON EAST DIALYSIS,TUCSON,13.27433628,2021
AZ,YUMA DIALYSIS,YUMA,14.19141914,2021
AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",PEORIA,16.81415929,2021
AZ,TUBA CITY DIALYSIS FACILITY,TUBA CITY,11.27819549,2021
AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",PHOENIX,15.96638656,2021
AZ,RENAL CARE GROUP OF ARIZONA - EAST VALLEY DIALYSIS,MESA,18.51851852,2021
AZ,SELLS DIALYSIS,SELLS,13.15789474,2021
AZ,DCI DESERT DIALYSIS CENTER,TUCSON,17.74193548,2021
AZ,"RENAL CARE GROUP ARIZONA, LLC",CHANDLER,16.55172414,2021
AZ,BMA CENTRAL PHOENIX DIALYSIS,PHOENIX,14.70588235,2021
AZ,CHINLE DIALYSIS FACILITY,CHINLE,17.85714286,2021
AZ,SIERRA VISTA DIALYSIS,SIERRA VISTA,19.16666667,2021
AZ,FMC DIALYSIS SERVICES GLENDALE,GLENDALE,9.166666667,2021
AZ,BMA PARKER DIALYSIS CENTER,PARKER,22.58064516,2021
AZ,PRESCOTT DIALYSIS,PRESCOTT,13.04347826,2021
AZ,BIO-MEDICAL APPLICATIONS OF ARIZONA,FLAGSTAFF,5.479452055,2021
AZ,DESERT MOUNTAIN DIALYSIS CENTER,SCOTTSDALE,15.2173913,2021
AZ,US RENAL CARE SOUTHWEST MESA DIALYSIS,MESA,15.38461539,2021
AZ,FRESENIUS MEDICAL CARE-THUNDERBIRD,GLENDALE,13.75661376,2021
AZ,DESERT VALLEY DIALYSIS,PHOENIX,11.65048544,2021
AZ,RENAL CARE GROUP - GLOBE,MIAMI,14.9122807,2021
AZ,RENAL CARE GROUP - HOME DIALYSIS OF MESA,MESA,10,2021
AZ,BMA WINSLOW DIALYSIS CENTER,WINSLOW,16.54676259,2021
AZ,FRESENIUS MEDICAL CARE ESTRELLA,PHOENIX,14,2021
AZ,MESA DIALYSIS CENTER,GILBERT,21.73913044,2021
AZ,FRESENIUS KIDNEY CARE WESTERN SKIES,CASA GRANDE,7.894736842,2021
AZ,RENAL CARE GROUP TEMPE,TEMPE,17.14285714,2021
AZ,BMA ARCADIA DIALYSIS,PHOENIX,15.88785047,2021
AZ,NOGALES DIALYSIS,NOGALES,11.82795699,2021
AZ,"RENAL CARE GROUP OF ARIZONA, LLC",LAKE HAVASU CITY,24.07407407,2021
AZ,FMC SOUTH MOUNTAIN,PHOENIX,18.49315069,2021
AZ,FRESENIUS MEDICAL CARE SUN CITY WEST,SURPRISE,27.11864407,2021
AZ,RENAL CARE GROUP-SUN CITY,SUN CITY,15.38461539,2021
AZ,RENAL CARE GROUP-SAFFORD,SAFFORD,20,2021
AZ,NORTH PHOENIX DIALYSIS CENTER,PHOENIX,12.34567901,2021
AZ,US RENAL CARE MESA DIALYSIS,MESA,15,2021
AZ,PAPAGO DIALYSIS CENTER,PHOENIX,13.95348837,2021
AZ,SOUTH YUMA DIALYSIS,YUMA,18.24324324,2021
AZ,TUCSON SOUTH DIALYSIS,TUCSON,8.988764045,2021
AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",BULLHEAD CITY,19.02173913,2021
AZ,KAYENTA DIALYSIS FACILITY,KAYENTA,12.5,2021
AZ,FRESENIUS MEDICAL CARE CASA GRANDE,CASA GRANDE,21.07843137,2021
AZ,COTTONWOOD DIALYSIS,COTTONWOOD,14.81481482,2021
AZ,RENAL CARE GROUP-SCOTTSDALE,SCOTTSDALE,12.22222222,2021
AZ,RENAL CARE GROUP - MARYVALE,PHOENIX,12.08053691,2021
AZ,DCI  DESERT DIALYSIS CENTER SOUTH,TUCSON,13.6,2021
AZ,BMA RED MOUNTAIN,MESA,14.60674157,2021
AZ,FMC DIALYSIS SERVICES NORTH SCOTTSDALE,SCOTTSDALE,12.90322581,2021
AZ,DESERT DIALYSIS,SUN CITY,18.47826087,2021
AZ,PASCUA YAQUI TRIBE DIALYSIS,TUCSON,12.98701299,2021
AZ,RENAL CARE GROUP - SHOW LOW,SHOW LOW,16.21621622,2021
AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",PRESCOTT,12.63157895,2021
AZ,RENAL CARE GROUP - APACHE JUNCTION,APACHE JUNCTION,15.58441558,2021
AZ,"RENAL CARE GROUP ARIZONA, LLC",SUN LAKES,13.59223301,2021
AZ,FMC DIALYSIS SERVICES PALM VALLEY,GOODYEAR,23.45679012,2021
AZ,RENAL CARE GROUP - AK-CHIN,MARICOPA,14.28571429,2021
AZ,US RENAL CARE SOUTH PHOENIX DIALYSIS,PHOENIX,7.216494845,2021
AZ,FMC DIALYSIS SERVICES - DEER VALLEY,PHOENIX,17.11711712,2021
AZ,TUCSON SOUTH CENTRAL DIALYSIS,TUCSON,10.07194245,2021
AZ,HOPI DIALYSIS CENTER,POLACCA,19.60784314,2021
AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",SUN CITY WEST,25.71428571,2021
AZ,FRESENIUS MEDICAL CARE SALT RIVER,SCOTTSDALE,12.22222222,2021
AZ,U.S. RENAL CARE NORTHEAST PHOENIX DIALYSIS,PHOENIX,10.58823529,2021
AZ,RENAL CARE GROUP-SAN CARLOS,PERIDOT,19.23076923,2021
AZ,RENAL CARE GROUP - MAMMOTH,MAMMOTH,18.18181818,2021
AZ,RENAL CARE GROUP- AHWATUKEE,PHOENIX,10.92436975,2021
AZ,PALM BROOK DIALYSIS CENTER,SUN CITY,21.05263158,2021
AZ,ARROWHEAD LAKES DIALYSIS CENTER,GLENDALE,15.10791367,2021
AZ,GILBERT DIALYSIS CENTER,GILBERT,15.23178808,2021
AZ,FRESENIUS MEDICAL CARE OF AVONDALE,AVONDALE,18.66666667,2021
AZ,U S RENAL CARE AVONDALE DIALYSIS,AVONDALE,10.52631579,2021
AZ,TEMPE DIALYSIS CENTER,TEMPE,12.29050279,2021
AZ,RENAL CARE GROUP SOUTHEAST VALLEY,QUEEN CREEK,15.25423729,2021
AZ,PHOENIX DIALYSIS CENTER,PHOENIX,13.25301205,2021
AZ,ESTRELLA DIALYSIS CENTER,PHOENIX,12.71186441,2021
AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",TUCSON,14.52991453,2021
AZ,DOUGLAS DIALYSIS CENTER,DOUGLAS,14.81481482,2021
AZ,RIM COUNTRY DIALYSIS,PAYSON,31.91489362,2021
AZ,DESERT DIALYSIS SAHUARITA,SAHUARITA,16.21621622,2021
AZ,FRESENIUS MEDICAL CARE TUCSON WEST,TUCSON,11.01694915,2021
AZ,NORTHWEST TUCSON DIALYSIS,TUCSON,15.23809524,2021
AZ,MOUNTAIN VISTA DIALYSIS CENTER OF ARIZONA,MESA,21.09375,2021
AZ,GRAND HOME DIALYSIS,SURPRISE,6.849315069,2021
AZ,WESTBROOK DIALYSIS CENTER,SUN CITY WEST,17.94871795,2021
AZ,FRESENIUS MEDICAL CARE - GOODYEAR,GOODYEAR,21.42857143,2021
AZ,CENTRAL MESA DIALYSIS CENTER,MESA,13.97058824,2021
AZ,RAVEN DIALYSIS CENTER,PHOENIX,11.62790698,2021
AZ,FRESENIUS MEDICAL CARE - MIDVALE PARK,TUCSON,11.80124224,2021
AZ,TUCSON CENTRAL DIALYSIS,TUCSON,13.88888889,2021
AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",KINGMAN,20.85561497,2021
AZ,FRESENIUS MEDICAL CARE SOUTH TUCSON,TUCSON,15.05376344,2021
AZ,BROOKWOOD DIALYSIS CENTER,GLENDALE,15.48387097,2021
AZ,OCOTILLO DIALYSIS,CHANDLER,18.18181818,2021
AZ,RITA RANCH DIALYSIS,TUCSON,11.53846154,2021
AZ,FRESENIUS MEDICAL CARE - SAN TAN,FLORENCE,14.77272727,2021
AZ,MARYVALE DIALYSIS CENTER,PHOENIX,15.88235294,2021
AZ,FRESENIUS MEDICAL CARE - GILBERT,GILBERT,13.63636364,2021
AZ,U S RENAL CARE FLAGSTAFF DIALYSIS,FLAGSTAFF,25,2021
AZ,WICKENBURG DIALYSIS,WICKENBURG,26.92307692,2021
AZ,POWER ROAD DIALYSIS,MESA,14.78599222,2021
AZ,"ESTRELLA MOUNTAIN DIALYSIS, LLC",PHOENIX,17.47572816,2021
AZ,SWEETWATER RIDGE DIALYSIS,PEORIA,15.67164179,2021
AZ,SCOTTSDALE DIALYSIS,SCOTTSDALE,8.333333333,2021
AZ,PHOENIX HOME DIALYSIS,PHOENIX,12.98701299,2021
AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",TUCSON,14.9068323,2021
AZ,EDGE RIVER DIALYSIS,YUMA,11.02941177,2021
AZ,FOUNTAIN HILLS DIALYSIS,FOUNTAIN HILLS,8.888888889,2021
AZ,FRESENIUS MEDICAL CARE GLENDALE TOWN CENTER,GLENDALE,16.4556962,2021
AZ,FRESENIUS MEDICAL CARE NORTH MOUNTAIN,PHOENIX,21.21212121,2021
AZ,FMC OLD TOWN SCOTTSDALE,SCOTTSDALE,9.85915493,2021
AZ,FRESENIUS KIDNEY CARE DESERT SAGE,PHOENIX,12.79069767,2021
AZ,SWAN DIALYSIS,TUCSON,10.71428571,2021
AZ,ORO VALLEY DIALYSIS,ORO VALLEY,23.91304348,2021
AZ,FRESENIUS KIDNEY CARE WESTGATE HOME,GLENDALE,11.71171171,2021
AZ,FRESENIUS KIDNEY CARE CANYON VISTA,SIERRA VISTA,17.24137931,2021
AZ,EVERGREEN PARK DIALYSIS,PHOENIX,4.444444444,2021
AZ,FRESENIUS KIDNEY CARE WESTGATE,GLENDALE,11.29032258,2021
AZ,FRESENIUS KIDNEY CARE TANGERINE CROSSING,MARANA,17.10526316,2021
AZ,DIALYSIS CARE AT PALM VALLEY,GOODYEAR,15.85365854,2021
AZ,FRESENIUS KIDNEY CARE PRESCOTT VALLEY EAST,PRESCOTT VALLEY,10.94890511,2021
AZ,SCOTTSDALE KIDNEY CENTER LLC,PHOENIX,6.818181818,2021
AZ,FRESENIUS KIDNEY CARE GATEWAY,CHANDLER,8.163265306,2021
AZ,STONEBROOK DIALYSIS,SURPRISE,12.5,2021
AZ,DESERT DUNES DIALYSIS,YUMA,11.76470588,2021
AZ,FRESENIUS KIDNEY CARE COTTONWOOD,COTTONWOOD,12.5,2021
AZ,GILA RIVER DIALYSIS WEST,LAVEEN,14.28571429,2021
AZ,VALLEYWISE COMPREHENSIVE HEALTH CENTER-PEORIA,PEORIA,4.166666667,2021
AR,ST BERNARDS  MEDICAL CENTER JONESBORO DIALYSIS,JONESBORO,18.75,2021
AR,ARKANSAS CHILDREN'S HOSPITAL ESRD,LITTLE ROCK,0,2021
AR,"FORT SMITH REGIONAL DIALYSIS CENTER, LLC",FORT SMITH,15.55075594,2021
AR,OUACHITA  DIALYSIS,HOT SPRINGS,25.58139535,2021
AR,RIVER VALLEY DIALYSIS,RUSSELLVILLE,23.62204724,2021
AR,RCG HELENA,HELENA,15.27777778,2021
AR,DEGRAY DIALYSIS,ARKADELPHIA,19.6969697,2021
AR,SPRINGHILL DIALYSIS,NORTH LITTLE ROCK,20.55555556,2021
AR,SEARCY DIALYSIS,SEARCY,20.21857924,2021
AR,CONWAY DIALYSIS,CONWAY,13.125,2021
AR,CONWAY DIALYSIS,CONWAY,10.34482759,2021
AR,LITTLE ROCK DIALYSIS,LITTLE ROCK,18.32061069,2021
AR,OUACHITA VALLEY DIALYSIS,CAMDEN,17.07317073,2021
AR,FRESENIUS KIDNEY CARE LAKE VILLAGE DIALYSIS,LAKE VILLAGE,18.42105263,2021
AR,BMA OF EAST ARKANSAS,WEST MEMPHIS,13.15789474,2021
AR,HOT SPRINGS DIALYSIS,HOT SPRINGS,22.47191011,2021
AR,FRESENIUS MEDICAL CARE PINE BLUFF DIALYSIS,PINE BLUFF,12.29946524,2021
AR,BMA OF ST FRANCIS COUNTY,FORREST CITY,13.95348837,2021
